trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1534,False,"{'a': 0.9, 'e': 0.002723016907438827}",35,23,21.76787182506439,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.9, 'e': 0.0027194680320225244}",20,14,11.256195053037436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.9, 'e': 0.002715926089898361}",35,25,21.811803810929057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.9, 'e': 0.0027123910630177063}",25,15,20.649467274737855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.9, 'e': 0.0027088629333906216}",20,12,13.479197010396934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.9, 'e': 0.0027053416830856328}",30,19,18.73557314476718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.9, 'e': 0.0027018272942294984}",20,14,13.35210246493411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.9, 'e': 0.002698319749006987}",25,10,30.251550721173913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.9, 'e': 0.0026948190296606483}",20,8,28.246219896613383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.9, 'e': 0.0026913251184905894}",20,15,10.455155603197916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.9, 'e': 0.002687837997854253}",20,14,13.217683055829662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.9, 'e': 0.0026843576501661905}",20,12,15.241464536946557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.9, 'e': 0.0026808840578978446}",25,12,20.863162791200637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.9, 'e': 0.002677417203577327}",20,11,18.226246908807816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.9, 'e': 0.0026739570697891972}",20,6,22.856915948820944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.9, 'e': 0.0026705036391742455}",25,10,29.095917306206914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.9, 'e': 0.0026670568944292742}",20,12,15.405645139879109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.9, 'e': 0.0026636168183068834}",25,13,24.916736102172905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.9, 'e': 0.002660183393615251}",25,17,14.390800870807428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.9, 'e': 0.002656756603217922}",20,9,20.03068823949383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.9, 'e': 0.0026533364300335917}",35,22,23.294749352106077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.9, 'e': 0.0026499228570358952}",20,13,12.27463618245176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.9, 'e': 0.002646515867253193}",20,0,28.311948645618017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.9, 'e': 0.0026431154437683616}",25,20,9.91793614915768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.9, 'e': 0.002639721569718585}",30,10,38.89338643075762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.9, 'e': 0.0026363342282951416}",20,13,12.050469712797192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.9, 'e': 0.0026329534027432}",20,14,13.198195796589312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.9, 'e': 0.002629579076361609}",25,12,28.10236529891165,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.9, 'e': 0.002626211232502693}",20,6,23.536325182172103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.9, 'e': 0.002622849854572048}",25,8,29.695149407111344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.9, 'e': 0.002619494926028332}",20,9,23.827891708466932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.9, 'e': 0.0026161464303830683}",20,14,10.424571476295336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.9, 'e': 0.0026128043512004366}",25,17,0.19666828141444403,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1567,False,"{'a': 0.9, 'e': 0.0026094686720970765}",20,8,21.397617756846955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.9, 'e': 0.0026061393767418833}",25,17,16.320544362612605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.9, 'e': 0.002602816448855809}",25,15,18.547801578112146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.9, 'e': 0.0025994998722116648}",30,17,21.219448731620016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.9, 'e': 0.00259618963063392}",35,23,20.9781236774452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.9, 'e': 0.0025928857079985093}",20,11,17.331703344043838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.9, 'e': 0.00258958808823263}",20,13,10.391016653019635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.9, 'e': 0.002586296755314553}",20,5,22.88328083784254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.9, 'e': 0.002583011693273425}",20,10,21.840622868859217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.9, 'e': 0.0025797328861890735}",20,10,20.096795984772797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.9, 'e': 0.0025764603181918175}",20,8,24.6218187948131,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.9, 'e': 0.0025731939734622723}",20,14,11.906883901558441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.9, 'e': 0.00256993383623116}",30,13,30.881622699703545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.9, 'e': 0.00256667989077912}",25,17,15.970289724857324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.9, 'e': 0.0025634321214365154}",20,14,12.407090893021845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.9, 'e': 0.0025601905125832492}",20,14,10.574989168914376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.9, 'e': 0.002556955048648575}",25,18,11.349809261730002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.9, 'e': 0.0025537257141109073}",25,14,23.972902954595426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.9, 'e': 0.0025505024934976395}",20,8,22.934339757759666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.9, 'e': 0.002547285371384957}",20,12,14.655491332109584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.9, 'e': 0.0025440743323976492}",30,16,25.73140000321999,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.9, 'e': 0.002540869361208933}",30,17,24.66563408117131,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.9, 'e': 0.0025376704425402624}",20,12,11.51218475590016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.9, 'e': 0.002534477561161152}",25,18,13.435938233853449,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.9, 'e': 0.002531290701888993}",20,3,25.260783890837317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.9, 'e': 0.002528109849588872}",25,13,22.49542465609049,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.9, 'e': 0.002524934989173394}",30,13,33.77666294576615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.9, 'e': 0.0025217661056025024}",20,3,30.828800794309664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.9, 'e': 0.002518603183883299}",25,18,12.686861377331505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.9, 'e': 0.0025154462090698692}",25,17,15.339817625064107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.9, 'e': 0.0025122951662631043}",20,9,21.790575346650275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.9, 'e': 0.002509150040610525}",20,10,16.472145614981358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.9, 'e': 0.002506010817306108}",35,18,33.344391123550054,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.9, 'e': 0.0025028774815901117}",25,14,20.19626474206425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.9, 'e': 0.0024997500187489007}",20,11,16.682158757323425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.9, 'e': 0.002496628414114775}",20,8,17.527120248029505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.9, 'e': 0.002493512653065796}",30,12,28.006752597171044,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.9, 'e': 0.002490402721025619}",20,8,24.271461186798724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.9, 'e': 0.002487298603463319}",25,18,13.309487733110142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.9, 'e': 0.002484200285893222}",30,12,29.336844380274098,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.9, 'e': 0.0024811077538747376}",20,8,22.04258567872882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.9, 'e': 0.0024780209930121873}",20,6,27.52572165671669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.9, 'e': 0.0024749399889546415}",30,9,36.53576715251343,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.9, 'e': 0.0024718647273957485}",20,6,27.959982793615016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.9, 'e': 0.0024687951940735716}",20,14,10.489359983829058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.9, 'e': 0.002465731374770422}",30,17,25.315030448168045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.9, 'e': 0.002462673255312694}",30,16,26.0660235033552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.9, 'e': 0.002459620821570702}",25,20,10.025705401085233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.9, 'e': 0.002456574059458517}",25,13,26.69144878546914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.9, 'e': 0.002453532954933805}",20,8,25.231880507707615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.9, 'e': 0.002450497493997661}",20,12,11.094197547603958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.9, 'e': 0.0024474676626944558}",25,16,17.319883836733357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.9, 'e': 0.002444443447111667}",20,12,14.700508637132597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.9, 'e': 0.0024414248333797244}",20,14,9.124318982866262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.9, 'e': 0.002438411807671851}",25,16,20.356627475649454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.9, 'e': 0.002435404356203902}",25,12,23.097330415204304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.9, 'e': 0.002432402465234209}",30,16,29.16485253214265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.9, 'e': 0.002429406121063423}",20,3,34.346131131521624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.9, 'e': 0.0024264153100343575}",35,19,31.031980527572628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.9, 'e': 0.0024234300185318326}",25,20,9.239550359935116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.9, 'e': 0.0024204502329825215}",30,13,33.22264560300759,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.9, 'e': 0.0024174759398547948}",25,15,15.28411196682363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.9, 'e': 0.0024145071256585666}",25,16,17.623037311107467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.9, 'e': 0.002411543776945144}",20,16,7.022136121670416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.9, 'e': 0.0024085858803070716}",25,17,14.277713815773833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.9, 'e': 0.002405633422377982}",20,14,10.872954141217892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.9, 'e': 0.0024026863898324435}",25,17,17.058017921341914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.9, 'e': 0.0023997447693858117}",20,8,24.080347415806177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.9, 'e': 0.002396808547794077}",30,17,22.9267863379513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.9, 'e': 0.002393877711853718}",35,21,29.838347223275463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.9, 'e': 0.0023909522484015506}",25,13,25.10912309009716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.9, 'e': 0.002388032144314584}",20,6,27.21082305901651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.9, 'e': 0.002385117386509869}",25,14,21.2947506199868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.9, 'e': 0.0023822079619443552}",25,19,9.432108046952278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.9, 'e': 0.0023793038576147424}",20,10,15.228458368795675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.9, 'e': 0.0023764050605573368}",20,12,14.638523895300152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.9, 'e': 0.0023735115578479063}",20,9,24.899290864862472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.9, 'e': 0.0023706233366015362}",30,20,21.890535543546832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.9, 'e': 0.002367740383972484}",20,13,13.28443069837109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.9, 'e': 0.0023648626871540417}",25,19,11.259784400036622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.9, 'e': 0.002361990233378386}",25,13,23.36698272104398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.9, 'e': 0.002359123009916444}",20,11,18.726443645051965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.9, 'e': 0.0023562610040777474}",20,6,24.498432924940406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.9, 'e': 0.002353404203210294}",25,20,7.367148351175441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.9, 'e': 0.002350552594700407}",30,21,17.594287574393917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.9, 'e': 0.002347706165972598}",30,20,16.55755551269167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.9, 'e': 0.0023448649044894247}",20,12,12.645076082762527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.9, 'e': 0.0023420287977513553}",25,17,17.604847531934926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.9, 'e': 0.0023391978332966312}",25,19,14.075895558700076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.9, 'e': 0.002336371998701129}",20,13,11.402330987108233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.9, 'e': 0.0023335512815782244}",30,20,16.948202934398047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.9, 'e': 0.0023307356695786573}",20,6,23.90000498568205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.9, 'e': 0.002327925150390395}",20,14,10.832892961033334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.9, 'e': 0.0023251197117384994}",25,17,15.0236547517972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.9, 'e': 0.0023223193413849917}",20,7,23.375746345523897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.9, 'e': 0.0023195240271287197}",20,9,21.80679827839525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.9, 'e': 0.0023167337568052253}",20,13,14.947663963644365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.9, 'e': 0.0023139485182866104}",20,13,14.040263745312252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.9, 'e': 0.002311168299481406}",20,14,12.29390820848081,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.9, 'e': 0.002308393088334443}",25,4,36.537199702653155,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.9, 'e': 0.0023056228728267174}",35,26,21.00563721499263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.9, 'e': 0.002302857640975264}",20,9,18.83947277080111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.9, 'e': 0.002300097380833024}",25,17,13.773519266270457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.9, 'e': 0.002297342080488719}",30,11,36.14942116337859,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.9, 'e': 0.0022945917280667192}",20,6,25.172396487984674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.9, 'e': 0.0022918463117269174}",30,21,17.68754034453815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.9, 'e': 0.002289105819664602}",35,23,23.358341162132533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.9, 'e': 0.0022863702401103273}",20,9,21.90759958044157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.9, 'e': 0.002283639561329791}",25,13,22.067037033082432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.9, 'e': 0.002280913771623705}",20,10,21.006100041268915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.9, 'e': 0.0022781928593276733}",30,13,27.87637230710048,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.9, 'e': 0.002275476812812063}",25,8,30.921419901102674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.9, 'e': 0.0022727656204818846}",30,12,32.923156075248684,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.9, 'e': 0.002270059270776665}",20,14,10.368668085908649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.9, 'e': 0.0022673577521703263}",20,16,7.317629214451609,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.9, 'e': 0.002264661053171061}",25,16,15.138325115737514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.9, 'e': 0.002261969162321212}",20,7,24.847352143178888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.9, 'e': 0.0022592820681971485}",20,10,18.257328897191627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.9, 'e': 0.002256599759409148}",30,17,23.151833030421702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.9, 'e': 0.0022539222246012727}",25,17,12.5075246599429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.9, 'e': 0.00225124945245125}",30,11,34.503122627795264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.9, 'e': 0.002248581431670354}",25,20,9.111481069407079,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.9, 'e': 0.002245918151003285}",20,11,14.361872271941806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.9, 'e': 0.0022432595992280518}",30,23,11.375221383887624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.9, 'e': 0.002240605765155852}",20,14,12.267237187524653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.9, 'e': 0.002237956637630956}",25,11,25.18209314745861,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.9, 'e': 0.0022353122055305892}",30,13,36.3370605767243,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.9, 'e': 0.0022326724577648146}",20,9,21.97452209070458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.9, 'e': 0.0022300373832764165}",20,14,11.605877861281542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.9, 'e': 0.002227406971040786}",30,16,27.847232051919754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.9, 'e': 0.002224781210065805}",25,20,10.248869129774677,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.9, 'e': 0.00222216008939173}",25,9,24.89966907469681,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.9, 'e': 0.002219543598091081}",20,11,16.668824424714096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.9, 'e': 0.0022169317252685237}",30,14,28.325643695886477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.9, 'e': 0.0022143244600607587}",20,5,21.721246756601374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.9, 'e': 0.002211721791636408}",30,20,21.08959606261476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.9, 'e': 0.0022091237091959024}",20,10,18.887790499716782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.9, 'e': 0.002206530201971368}",25,8,32.69180490754681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.9, 'e': 0.0022039412592265188}",20,12,17.65443853045379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.9, 'e': 0.00220135687025654}",25,14,17.130621533848487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.9, 'e': 0.002198777024387981}",20,10,18.508861347417266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.9, 'e': 0.002196201710978645}",25,19,11.998401890622162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.9, 'e': 0.0021936309194174786}",30,15,30.155601368690345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.9, 'e': 0.0021910646391244616}",20,12,18.598873689886013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.9, 'e': 0.0021885028595504995}",20,8,20.41491808561042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.9, 'e': 0.0021859455701773154}",25,10,29.202833221358432,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.9, 'e': 0.0021833927605173394}",20,2,29.60523727065901,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.9, 'e': 0.002180844420113605}",25,17,15.840207622662279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.9, 'e': 0.0021783005385396384}",25,17,15.372436097815157,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
